task_id,category,time_period,news_group,task_index,total_samples_in_category,samples_used_for_tasks,support_size,query_size,positive_ratio,avg_news_age,cold_samples_used,hot_samples_used
period4_hot_task59,period4_hot,4,hot,59,990006,5000,32,32,0.65625,27.113631119791666,2500.0,5000.0
period4_hot_task60,period4_hot,4,hot,60,990006,5000,32,32,0.40625,33.313649418402775,2500.0,5000.0
period4_hot_task61,period4_hot,4,hot,61,990006,5000,32,32,0.5,299.92794625868055,2500.0,5000.0
period4_hot_task62,period4_hot,4,hot,62,990006,5000,32,32,0.40625,44.64714390625,2500.0,5000.0
period4_hot_task63,period4_hot,4,hot,63,990006,5000,32,32,0.53125,29.240493524305553,2500.0,5000.0
period4_hot_task64,period4_hot,4,hot,64,990006,5000,32,32,0.53125,30.982303246527778,2500.0,5000.0
period4_hot_task65,period4_hot,4,hot,65,990006,5000,32,32,0.53125,33.98391030381944,2500.0,5000.0
period4_hot_task66,period4_hot,4,hot,66,990006,5000,32,32,0.375,687.5218050260418,2500.0,5000.0
period4_hot_task67,period4_hot,4,hot,67,990006,5000,32,32,0.5625,30.883504505208332,2500.0,5000.0
period4_hot_task68,period4_hot,4,hot,68,990006,5000,32,32,0.40625,34.16857137152778,2500.0,5000.0
period4_hot_task69,period4_hot,4,hot,69,990006,5000,32,32,0.5,40.175837092013886,2500.0,5000.0
period4_hot_task70,period4_hot,4,hot,70,990006,5000,32,32,0.4375,33.18114812500001,2500.0,5000.0
period4_hot_task71,period4_hot,4,hot,71,990006,5000,32,32,0.5625,1124.355943637153,2500.0,5000.0
period4_hot_task72,period4_hot,4,hot,72,990006,5000,32,32,0.46875,21.744675269097222,2500.0,5000.0
period4_hot_task73,period4_hot,4,hot,73,990006,5000,32,32,0.46875,37.392876744791664,2500.0,5000.0
period4_hot_task74,period4_hot,4,hot,74,990006,5000,32,32,0.4375,36.63333421875,2500.0,5000.0
period4_hot_task75,period4_hot,4,hot,75,990006,5000,32,32,0.59375,27.35316651041667,2500.0,5000.0
period4_hot_task76,period4_hot,4,hot,76,990006,5000,32,32,0.53125,30.04854644965278,2500.0,5000.0
period4_hot_task77,period4_hot,4,hot,77,990006,5000,32,32,0.53125,207.444340078125,2500.0,5000.0
period5_hot_task0,period5_hot,5,hot,0,1127725,5000,32,32,0.625,300.8242851041667,2500.0,5000.0
period5_hot_task1,period5_hot,5,hot,1,1127725,5000,32,32,0.5625,30.50782756076389,2500.0,5000.0
period5_hot_task2,period5_hot,5,hot,2,1127725,5000,32,32,0.375,39.38330504340278,2500.0,5000.0
period5_hot_task3,period5_hot,5,hot,3,1127725,5000,32,32,0.46875,645.788277890625,2500.0,5000.0
period5_hot_task4,period5_hot,5,hot,4,1127725,5000,32,32,0.6875,166.43641665798611,2500.0,5000.0
period5_hot_task5,period5_hot,5,hot,5,1127725,5000,32,32,0.53125,37.745618524305556,2500.0,5000.0
period5_hot_task6,period5_hot,5,hot,6,1127725,5000,32,32,0.65625,700.7771855555555,2500.0,5000.0
period5_hot_task7,period5_hot,5,hot,7,1127725,5000,32,32,0.53125,28.668153723958334,2500.0,5000.0
period5_hot_task8,period5_hot,5,hot,8,1127725,5000,32,32,0.4375,30.291087960069447,2500.0,5000.0
period5_hot_task9,period5_hot,5,hot,9,1127725,5000,32,32,0.40625,34.039694357638886,2500.0,5000.0
period5_hot_task10,period5_hot,5,hot,10,1127725,5000,32,32,0.5,28.28756371527778,2500.0,5000.0
period5_hot_task11,period5_hot,5,hot,11,1127725,5000,32,32,0.5625,143.12204577256946,2500.0,5000.0
period5_hot_task12,period5_hot,5,hot,12,1127725,5000,32,32,0.375,26.40439734375,2500.0,5000.0
period5_hot_task13,period5_hot,5,hot,13,1127725,5000,32,32,0.5,36.501443871527776,2500.0,5000.0
period5_hot_task14,period5_hot,5,hot,14,1127725,5000,32,32,0.5,512.69046125,2500.0,5000.0
period5_hot_task15,period5_hot,5,hot,15,1127725,5000,32,32,0.46875,1209.7658269444444,2500.0,5000.0
period5_hot_task16,period5_hot,5,hot,16,1127725,5000,32,32,0.53125,742.1459364930556,2500.0,5000.0
period5_hot_task17,period5_hot,5,hot,17,1127725,5000,32,32,0.53125,53.57247851562501,2500.0,5000.0
period5_hot_task18,period5_hot,5,hot,18,1127725,5000,32,32,0.625,24.38421793402778,2500.0,5000.0
period5_hot_task19,period5_hot,5,hot,19,1127725,5000,32,32,0.59375,31.477890729166667,2500.0,5000.0
period5_hot_task20,period5_hot,5,hot,20,1127725,5000,32,32,0.4375,40.614026189236114,2500.0,5000.0
period5_hot_task21,period5_hot,5,hot,21,1127725,5000,32,32,0.40625,507.83972221354156,2500.0,5000.0
period5_hot_task22,period5_hot,5,hot,22,1127725,5000,32,32,0.5625,25.090183888888888,2500.0,5000.0
period5_hot_task23,period5_hot,5,hot,23,1127725,5000,32,32,0.46875,30.377340998263893,2500.0,5000.0
period5_hot_task24,period5_hot,5,hot,24,1127725,5000,32,32,0.4375,30.52429983506945,2500.0,5000.0
period5_hot_task25,period5_hot,5,hot,25,1127725,5000,32,32,0.46875,32.877988420138884,2500.0,5000.0
period5_hot_task26,period5_hot,5,hot,26,1127725,5000,32,32,0.46875,28.52076223090278,2500.0,5000.0
period5_hot_task27,period5_hot,5,hot,27,1127725,5000,32,32,0.34375,32.33518203993056,2500.0,5000.0
period5_hot_task28,period5_hot,5,hot,28,1127725,5000,32,32,0.40625,33.94608311631944,2500.0,5000.0
period5_hot_task29,period5_hot,5,hot,29,1127725,5000,32,32,0.59375,23.378446302083333,2500.0,5000.0
period5_hot_task30,period5_hot,5,hot,30,1127725,5000,32,32,0.65625,40.06731003472222,2500.0,5000.0
period5_hot_task31,period5_hot,5,hot,31,1127725,5000,32,32,0.59375,28.287380885416667,2500.0,5000.0
period5_hot_task32,period5_hot,5,hot,32,1127725,5000,32,32,0.5625,31.083406319444446,2500.0,5000.0
period5_hot_task33,period5_hot,5,hot,33,1127725,5000,32,32,0.625,20.259724539930556,2500.0,5000.0
period5_hot_task34,period5_hot,5,hot,34,1127725,5000,32,32,0.59375,29.306662986111114,2500.0,5000.0
period5_hot_task35,period5_hot,5,hot,35,1127725,5000,32,32,0.53125,204.85766182291667,2500.0,5000.0
period5_hot_task36,period5_hot,5,hot,36,1127725,5000,32,32,0.5625,29.02577314236111,2500.0,5000.0
period5_hot_task37,period5_hot,5,hot,37,1127725,5000,32,32,0.28125,34.57353714409722,2500.0,5000.0
period5_hot_task38,period5_hot,5,hot,38,1127725,5000,32,32,0.40625,27.66764756076389,2500.0,5000.0
period5_hot_task39,period5_hot,5,hot,39,1127725,5000,32,32,0.5,29.763354973958332,2500.0,5000.0
period5_hot_task40,period5_hot,5,hot,40,1127725,5000,32,32,0.5,23.96499115451389,2500.0,5000.0
period5_hot_task41,period5_hot,5,hot,41,1127725,5000,32,32,0.4375,39.22421464409722,2500.0,5000.0
period5_hot_task42,period5_hot,5,hot,42,1127725,5000,32,32,0.4375,39.66791530381945,2500.0,5000.0
period5_hot_task43,period5_hot,5,hot,43,1127725,5000,32,32,0.53125,22.54699421875,2500.0,5000.0
period5_hot_task44,period5_hot,5,hot,44,1127725,5000,32,32,0.46875,33.031017048611105,2500.0,5000.0
period5_hot_task45,period5_hot,5,hot,45,1127725,5000,32,32,0.53125,31.224087144097226,2500.0,5000.0
period5_hot_task46,period5_hot,5,hot,46,1127725,5000,32,32,0.375,29.485512421875,2500.0,5000.0
period5_hot_task47,period5_hot,5,hot,47,1127725,5000,32,32,0.59375,25.669539071180555,2500.0,5000.0
period5_hot_task48,period5_hot,5,hot,48,1127725,5000,32,32,0.46875,28.472048532986108,2500.0,5000.0
period5_hot_task49,period5_hot,5,hot,49,1127725,5000,32,32,0.5,25.564768550347218,2500.0,5000.0
period5_hot_task50,period5_hot,5,hot,50,1127725,5000,32,32,0.3125,32.86798802951389,2500.0,5000.0
period5_hot_task51,period5_hot,5,hot,51,1127725,5000,32,32,0.28125,40.12592478298612,2500.0,5000.0
period5_hot_task52,period5_hot,5,hot,52,1127725,5000,32,32,0.59375,19.96572810763889,2500.0,5000.0
period5_hot_task53,period5_hot,5,hot,53,1127725,5000,32,32,0.375,38.00522618923611,2500.0,5000.0
period5_hot_task54,period5_hot,5,hot,54,1127725,5000,32,32,0.5,27.740809071180557,2500.0,5000.0
period5_hot_task55,period5_hot,5,hot,55,1127725,5000,32,32,0.4375,34.761776736111116,2500.0,5000.0
period5_hot_task56,period5_hot,5,hot,56,1127725,5000,32,32,0.59375,25.74980342013889,2500.0,5000.0
period5_hot_task57,period5_hot,5,hot,57,1127725,5000,32,32,0.59375,342.16240396701386,2500.0,5000.0
period5_hot_task58,period5_hot,5,hot,58,1127725,5000,32,32,0.59375,63.96443144097222,2500.0,5000.0
period5_hot_task59,period5_hot,5,hot,59,1127725,5000,32,32,0.53125,112.49638278645833,2500.0,5000.0
period5_hot_task60,period5_hot,5,hot,60,1127725,5000,32,32,0.5,37.560619609374996,2500.0,5000.0
period5_hot_task61,period5_hot,5,hot,61,1127725,5000,32,32,0.53125,25.372558133680556,2500.0,5000.0
period5_hot_task62,period5_hot,5,hot,62,1127725,5000,32,32,0.46875,532.6907735069444,2500.0,5000.0
period5_hot_task63,period5_hot,5,hot,63,1127725,5000,32,32,0.5,18.949691440972224,2500.0,5000.0
period5_hot_task64,period5_hot,5,hot,64,1127725,5000,32,32,0.4375,228.68059880208332,2500.0,5000.0
period5_hot_task65,period5_hot,5,hot,65,1127725,5000,32,32,0.34375,33.308315156249996,2500.0,5000.0
period5_hot_task66,period5_hot,5,hot,66,1127725,5000,32,32,0.53125,28.54345550347222,2500.0,5000.0
period5_hot_task67,period5_hot,5,hot,67,1127725,5000,32,32,0.53125,32.89155,2500.0,5000.0
period5_hot_task68,period5_hot,5,hot,68,1127725,5000,32,32,0.4375,32.33254954861111,2500.0,5000.0
period5_hot_task69,period5_hot,5,hot,69,1127725,5000,32,32,0.5,61.28662246527777,2500.0,5000.0
period5_hot_task70,period5_hot,5,hot,70,1127725,5000,32,32,0.40625,30.50566417534722,2500.0,5000.0
period5_hot_task71,period5_hot,5,hot,71,1127725,5000,32,32,0.625,26.61111697916667,2500.0,5000.0
period5_hot_task72,period5_hot,5,hot,72,1127725,5000,32,32,0.46875,33.299827907986106,2500.0,5000.0
period5_hot_task73,period5_hot,5,hot,73,1127725,5000,32,32,0.46875,26.40971241319445,2500.0,5000.0
period5_hot_task74,period5_hot,5,hot,74,1127725,5000,32,32,0.46875,314.99059494791663,2500.0,5000.0
period5_hot_task75,period5_hot,5,hot,75,1127725,5000,32,32,0.625,17.5759496875,2500.0,5000.0
period5_hot_task76,period5_hot,5,hot,76,1127725,5000,32,32,0.65625,29.61966390625,2500.0,5000.0
period5_hot_task77,period5_hot,5,hot,77,1127725,5000,32,32,0.6875,17.88581699652778,2500.0,5000.0
period6_hot_task0,period6_hot,6,hot,0,1088295,5000,32,32,0.34375,738.0350486458334,2500.0,5000.0
period6_hot_task1,period6_hot,6,hot,1,1088295,5000,32,32,0.40625,36.84929454861111,2500.0,5000.0
period6_hot_task2,period6_hot,6,hot,2,1088295,5000,32,32,0.5,26.86288232638889,2500.0,5000.0
period6_hot_task3,period6_hot,6,hot,3,1088295,5000,32,32,0.65625,32.31031650173611,2500.0,5000.0
period6_hot_task4,period6_hot,6,hot,4,1088295,5000,32,32,0.4375,28.69537046875,2500.0,5000.0
period6_hot_task5,period6_hot,6,hot,5,1088295,5000,32,32,0.5625,26.216016302083332,2500.0,5000.0
period6_hot_task6,period6_hot,6,hot,6,1088295,5000,32,32,0.5,28.810310677083333,2500.0,5000.0
period6_hot_task7,period6_hot,6,hot,7,1088295,5000,32,32,0.46875,28.239581493055553,2500.0,5000.0
period6_hot_task8,period6_hot,6,hot,8,1088295,5000,32,32,0.46875,35.26910910590278,2500.0,5000.0
period6_hot_task9,period6_hot,6,hot,9,1088295,5000,32,32,0.59375,22.82942066840278,2500.0,5000.0
period6_hot_task10,period6_hot,6,hot,10,1088295,5000,32,32,0.59375,24.95605904513889,2500.0,5000.0
period6_hot_task11,period6_hot,6,hot,11,1088295,5000,32,32,0.40625,112.70908796874998,2500.0,5000.0
period6_hot_task12,period6_hot,6,hot,12,1088295,5000,32,32,0.40625,29.003438888888887,2500.0,5000.0
period6_hot_task13,period6_hot,6,hot,13,1088295,5000,32,32,0.5,34.70457703125,2500.0,5000.0
period6_hot_task14,period6_hot,6,hot,14,1088295,5000,32,32,0.53125,27.351812621527777,2500.0,5000.0
period6_hot_task15,period6_hot,6,hot,15,1088295,5000,32,32,0.625,415.67851771701385,2500.0,5000.0
period6_hot_task16,period6_hot,6,hot,16,1088295,5000,32,32,0.4375,304.5172582291667,2500.0,5000.0
period6_hot_task17,period6_hot,6,hot,17,1088295,5000,32,32,0.46875,54.839522387152776,2500.0,5000.0
period6_hot_task18,period6_hot,6,hot,18,1088295,5000,32,32,0.375,32.015669548611115,2500.0,5000.0
period6_hot_task19,period6_hot,6,hot,19,1088295,5000,32,32,0.34375,41.42509920138889,2500.0,5000.0
period6_hot_task20,period6_hot,6,hot,20,1088295,5000,32,32,0.625,1726.4733546180557,2500.0,5000.0
period6_hot_task21,period6_hot,6,hot,21,1088295,5000,32,32,0.53125,25.365872074652778,2500.0,5000.0
period6_hot_task22,period6_hot,6,hot,22,1088295,5000,32,32,0.4375,29.496476875000003,2500.0,5000.0
period6_hot_task23,period6_hot,6,hot,23,1088295,5000,32,32,0.46875,58.57201056423611,2500.0,5000.0
period6_hot_task24,period6_hot,6,hot,24,1088295,5000,32,32,0.5625,26.895638072916668,2500.0,5000.0
period6_hot_task25,period6_hot,6,hot,25,1088295,5000,32,32,0.65625,694.2470319878471,2500.0,5000.0
period6_hot_task26,period6_hot,6,hot,26,1088295,5000,32,32,0.40625,28.608762230902776,2500.0,5000.0
period6_hot_task27,period6_hot,6,hot,27,1088295,5000,32,32,0.65625,49.55865277777778,2500.0,5000.0
period6_hot_task28,period6_hot,6,hot,28,1088295,5000,32,32,0.5625,161.08671349826383,2500.0,5000.0
period6_hot_task29,period6_hot,6,hot,29,1088295,5000,32,32,0.59375,24.994761857638892,2500.0,5000.0
period6_hot_task30,period6_hot,6,hot,30,1088295,5000,32,32,0.53125,25.371665772569443,2500.0,5000.0
period6_hot_task31,period6_hot,6,hot,31,1088295,5000,32,32,0.625,29.729953967013884,2500.0,5000.0
period6_hot_task32,period6_hot,6,hot,32,1088295,5000,32,32,0.375,1394.654219696181,2500.0,5000.0
period6_hot_task33,period6_hot,6,hot,33,1088295,5000,32,32,0.3125,39.31992006076389,2500.0,5000.0
period6_hot_task34,period6_hot,6,hot,34,1088295,5000,32,32,0.53125,32.26029873263889,2500.0,5000.0
period6_hot_task35,period6_hot,6,hot,35,1088295,5000,32,32,0.5,33.575430373263885,2500.0,5000.0
period6_hot_task36,period6_hot,6,hot,36,1088295,5000,32,32,0.53125,56.85803269965278,2500.0,5000.0
period6_hot_task37,period6_hot,6,hot,37,1088295,5000,32,32,0.34375,39.18852019965277,2500.0,5000.0
period6_hot_task38,period6_hot,6,hot,38,1088295,5000,32,32,0.5625,26.023360026041665,2500.0,5000.0
period6_hot_task39,period6_hot,6,hot,39,1088295,5000,32,32,0.59375,35.687712760416666,2500.0,5000.0
period6_hot_task40,period6_hot,6,hot,40,1088295,5000,32,32,0.46875,33.109826519097226,2500.0,5000.0
period6_hot_task41,period6_hot,6,hot,41,1088295,5000,32,32,0.625,34.605024895833324,2500.0,5000.0
period6_hot_task42,period6_hot,6,hot,42,1088295,5000,32,32,0.40625,840.8035008159724,2500.0,5000.0
period6_hot_task43,period6_hot,6,hot,43,1088295,5000,32,32,0.53125,27.703411701388887,2500.0,5000.0
period6_hot_task44,period6_hot,6,hot,44,1088295,5000,32,32,0.4375,31.571055381944447,2500.0,5000.0
period6_hot_task45,period6_hot,6,hot,45,1088295,5000,32,32,0.5,30.73084147569444,2500.0,5000.0
period6_hot_task46,period6_hot,6,hot,46,1088295,5000,32,32,0.5625,34.14802911458334,2500.0,5000.0
period6_hot_task47,period6_hot,6,hot,47,1088295,5000,32,32,0.5625,27.282946649305558,2500.0,5000.0
period6_hot_task48,period6_hot,6,hot,48,1088295,5000,32,32,0.46875,47.080604045138884,2500.0,5000.0
period6_hot_task49,period6_hot,6,hot,49,1088295,5000,32,32,0.4375,29.728635798611112,2500.0,5000.0
period6_hot_task50,period6_hot,6,hot,50,1088295,5000,32,32,0.625,594.7729036718749,2500.0,5000.0
period6_hot_task51,period6_hot,6,hot,51,1088295,5000,32,32,0.53125,27.559579253472222,2500.0,5000.0
period6_hot_task52,period6_hot,6,hot,52,1088295,5000,32,32,0.5625,26.833584244791666,2500.0,5000.0
period6_hot_task53,period6_hot,6,hot,53,1088295,5000,32,32,0.5,23.642763333333335,2500.0,5000.0
period6_hot_task54,period6_hot,6,hot,54,1088295,5000,32,32,0.25,27.749854340277775,2500.0,5000.0
period6_hot_task55,period6_hot,6,hot,55,1088295,5000,32,32,0.5,25.566586145833334,2500.0,5000.0
period6_hot_task56,period6_hot,6,hot,56,1088295,5000,32,32,0.4375,629.9557766493056,2500.0,5000.0
period6_hot_task57,period6_hot,6,hot,57,1088295,5000,32,32,0.40625,32.33155986979167,2500.0,5000.0
period6_hot_task58,period6_hot,6,hot,58,1088295,5000,32,32,0.46875,28.809655208333332,2500.0,5000.0
period6_hot_task59,period6_hot,6,hot,59,1088295,5000,32,32,0.46875,31.780971362847218,2500.0,5000.0
period6_hot_task60,period6_hot,6,hot,60,1088295,5000,32,32,0.3125,33.04452525173611,2500.0,5000.0
period6_hot_task61,period6_hot,6,hot,61,1088295,5000,32,32,0.5625,23.234636519097222,2500.0,5000.0
period6_hot_task62,period6_hot,6,hot,62,1088295,5000,32,32,0.46875,25.41437015625,2500.0,5000.0
period6_hot_task63,period6_hot,6,hot,63,1088295,5000,32,32,0.46875,25.295033472222222,2500.0,5000.0
period6_hot_task64,period6_hot,6,hot,64,1088295,5000,32,32,0.59375,24.033562890625,2500.0,5000.0
period6_hot_task65,period6_hot,6,hot,65,1088295,5000,32,32,0.625,182.00554539062497,2500.0,5000.0
period6_hot_task66,period6_hot,6,hot,66,1088295,5000,32,32,0.4375,29.713125086805555,2500.0,5000.0
period6_hot_task67,period6_hot,6,hot,67,1088295,5000,32,32,0.625,25.958057569444446,2500.0,5000.0
period6_hot_task68,period6_hot,6,hot,68,1088295,5000,32,32,0.46875,25.980726770833332,2500.0,5000.0
period6_hot_task69,period6_hot,6,hot,69,1088295,5000,32,32,0.5625,29.254420286458334,2500.0,5000.0
period6_hot_task70,period6_hot,6,hot,70,1088295,5000,32,32,0.75,336.10053310763897,2500.0,5000.0
period6_hot_task71,period6_hot,6,hot,71,1088295,5000,32,32,0.5625,28.720003133680557,2500.0,5000.0
period6_hot_task72,period6_hot,6,hot,72,1088295,5000,32,32,0.4375,38.0109078125,2500.0,5000.0
period6_hot_task73,period6_hot,6,hot,73,1088295,5000,32,32,0.46875,206.92255176215278,2500.0,5000.0
period6_hot_task74,period6_hot,6,hot,74,1088295,5000,32,32,0.5625,217.30663471354168,2500.0,5000.0
period6_hot_task75,period6_hot,6,hot,75,1088295,5000,32,32,0.5,41.9927521875,2500.0,5000.0
period6_hot_task76,period6_hot,6,hot,76,1088295,5000,32,32,0.59375,32.99708459201389,2500.0,5000.0
period6_hot_task77,period6_hot,6,hot,77,1088295,5000,32,32,0.65625,78.76567993923611,2500.0,5000.0
period7_hot_task0,period7_hot,7,hot,0,835898,5000,32,32,0.65625,16.16182568576389,2500.0,5000.0
period7_hot_task1,period7_hot,7,hot,1,835898,5000,32,32,0.5625,62.181409036458334,2500.0,5000.0
period7_hot_task2,period7_hot,7,hot,2,835898,5000,32,32,0.375,92.74278418402777,2500.0,5000.0
period7_hot_task3,period7_hot,7,hot,3,835898,5000,32,32,0.53125,20.65273212673611,2500.0,5000.0
period7_hot_task4,period7_hot,7,hot,4,835898,5000,32,32,0.59375,171.47768475694446,2500.0,5000.0
period7_hot_task5,period7_hot,7,hot,5,835898,5000,32,32,0.6875,836.3225046093751,2500.0,5000.0
period7_hot_task6,period7_hot,7,hot,6,835898,5000,32,32,0.625,19.64657269097222,2500.0,5000.0
period7_hot_task7,period7_hot,7,hot,7,835898,5000,32,32,0.5,24.553742734375,2500.0,5000.0
period7_hot_task8,period7_hot,7,hot,8,835898,5000,32,32,0.5625,25.792384921874998,2500.0,5000.0
period7_hot_task9,period7_hot,7,hot,9,835898,5000,32,32,0.53125,21.780062743055552,2500.0,5000.0
period7_hot_task10,period7_hot,7,hot,10,835898,5000,32,32,0.625,22.288085772569445,2500.0,5000.0
period7_hot_task11,period7_hot,7,hot,11,835898,5000,32,32,0.46875,24.96765305555555,2500.0,5000.0
period7_hot_task12,period7_hot,7,hot,12,835898,5000,32,32,0.625,24.131891276041667,2500.0,5000.0
period7_hot_task13,period7_hot,7,hot,13,835898,5000,32,32,0.46875,54.187714401041674,2500.0,5000.0
period7_hot_task14,period7_hot,7,hot,14,835898,5000,32,32,0.46875,22.299618862847222,2500.0,5000.0
period7_hot_task15,period7_hot,7,hot,15,835898,5000,32,32,0.59375,187.75181532118054,2500.0,5000.0
period7_hot_task16,period7_hot,7,hot,16,835898,5000,32,32,0.40625,28.506550729166666,2500.0,5000.0
period7_hot_task17,period7_hot,7,hot,17,835898,5000,32,32,0.5625,26.854104375,2500.0,5000.0
period7_hot_task18,period7_hot,7,hot,18,835898,5000,32,32,0.625,24.55238595486111,2500.0,5000.0
period7_hot_task19,period7_hot,7,hot,19,835898,5000,32,32,0.5625,729.1085321527778,2500.0,5000.0
period7_hot_task20,period7_hot,7,hot,20,835898,5000,32,32,0.5625,23.159620260416666,2500.0,5000.0
period7_hot_task21,period7_hot,7,hot,21,835898,5000,32,32,0.625,19.039258003472224,2500.0,5000.0
period7_hot_task22,period7_hot,7,hot,22,835898,5000,32,32,0.53125,417.13081675347223,2500.0,5000.0
period7_hot_task23,period7_hot,7,hot,23,835898,5000,32,32,0.34375,561.8536530295139,2500.0,5000.0
period7_hot_task24,period7_hot,7,hot,24,835898,5000,32,32,0.5,252.49091600694445,2500.0,5000.0
period7_hot_task25,period7_hot,7,hot,25,835898,5000,32,32,0.53125,38.27267302083333,2500.0,5000.0
period7_hot_task26,period7_hot,7,hot,26,835898,5000,32,32,0.4375,28.611229366319442,2500.0,5000.0
period7_hot_task27,period7_hot,7,hot,27,835898,5000,32,32,0.5,29.66823074652778,2500.0,5000.0
period7_hot_task28,period7_hot,7,hot,28,835898,5000,32,32,0.4375,31.990419809027777,2500.0,5000.0
period7_hot_task29,period7_hot,7,hot,29,835898,5000,32,32,0.3125,37.72136796006944,2500.0,5000.0
period7_hot_task30,period7_hot,7,hot,30,835898,5000,32,32,0.625,45.259502508680555,2500.0,5000.0
period7_hot_task31,period7_hot,7,hot,31,835898,5000,32,32,0.625,20.175305503472224,2500.0,5000.0
period7_hot_task32,period7_hot,7,hot,32,835898,5000,32,32,0.53125,29.498401076388888,2500.0,5000.0
period7_hot_task33,period7_hot,7,hot,33,835898,5000,32,32,0.375,35.61113043402778,2500.0,5000.0
period7_hot_task34,period7_hot,7,hot,34,835898,5000,32,32,0.3125,33.53164353298611,2500.0,5000.0
period7_hot_task35,period7_hot,7,hot,35,835898,5000,32,32,0.40625,31.59368509548611,2500.0,5000.0
period7_hot_task36,period7_hot,7,hot,36,835898,5000,32,32,0.28125,39.43824782118055,2500.0,5000.0
period7_hot_task37,period7_hot,7,hot,37,835898,5000,32,32,0.5,27.432175416666666,2500.0,5000.0
period7_hot_task38,period7_hot,7,hot,38,835898,5000,32,32,0.65625,423.60672266493054,2500.0,5000.0
period7_hot_task39,period7_hot,7,hot,39,835898,5000,32,32,0.46875,28.526704600694444,2500.0,5000.0
period7_hot_task40,period7_hot,7,hot,40,835898,5000,32,32,0.4375,68.44691685763888,2500.0,5000.0
period7_hot_task41,period7_hot,7,hot,41,835898,5000,32,32,0.5,73.69192626736111,2500.0,5000.0
period7_hot_task42,period7_hot,7,hot,42,835898,5000,32,32,0.5,96.05068527777777,2500.0,5000.0
period7_hot_task43,period7_hot,7,hot,43,835898,5000,32,32,0.53125,21.56256861111111,2500.0,5000.0
period7_hot_task44,period7_hot,7,hot,44,835898,5000,32,32,0.65625,15.83664488715278,2500.0,5000.0
period7_hot_task45,period7_hot,7,hot,45,835898,5000,32,32,0.5625,64.66187790798611,2500.0,5000.0
period7_hot_task46,period7_hot,7,hot,46,835898,5000,32,32,0.625,78.80657152777778,2500.0,5000.0
period7_hot_task47,period7_hot,7,hot,47,835898,5000,32,32,0.4375,29.993297473958332,2500.0,5000.0
period7_hot_task48,period7_hot,7,hot,48,835898,5000,32,32,0.4375,35.74521963541666,2500.0,5000.0
period7_hot_task49,period7_hot,7,hot,49,835898,5000,32,32,0.4375,913.887393845486,2500.0,5000.0
period7_hot_task50,period7_hot,7,hot,50,835898,5000,32,32,0.46875,33.75942418402778,2500.0,5000.0
period7_hot_task51,period7_hot,7,hot,51,835898,5000,32,32,0.46875,28.849192647569446,2500.0,5000.0
period7_hot_task52,period7_hot,7,hot,52,835898,5000,32,32,0.53125,33.08485116319444,2500.0,5000.0
period7_hot_task53,period7_hot,7,hot,53,835898,5000,32,32,0.625,690.1608537673611,2500.0,5000.0
period7_hot_task54,period7_hot,7,hot,54,835898,5000,32,32,0.53125,60.681991536458334,2500.0,5000.0
period7_hot_task55,period7_hot,7,hot,55,835898,5000,32,32,0.5,28.94838576388889,2500.0,5000.0
period7_hot_task56,period7_hot,7,hot,56,835898,5000,32,32,0.53125,35.39247050347222,2500.0,5000.0
period7_hot_task57,period7_hot,7,hot,57,835898,5000,32,32,0.625,21.676412031250003,2500.0,5000.0
period7_hot_task58,period7_hot,7,hot,58,835898,5000,32,32,0.4375,31.247164348958332,2500.0,5000.0
period7_hot_task59,period7_hot,7,hot,59,835898,5000,32,32,0.59375,558.79713328125,2500.0,5000.0
period7_hot_task60,period7_hot,7,hot,60,835898,5000,32,32,0.46875,30.459937413194446,2500.0,5000.0
period7_hot_task61,period7_hot,7,hot,61,835898,5000,32,32,0.34375,193.74620721354165,2500.0,5000.0
period7_hot_task62,period7_hot,7,hot,62,835898,5000,32,32,0.4375,31.75511223090278,2500.0,5000.0
period7_hot_task63,period7_hot,7,hot,63,835898,5000,32,32,0.34375,92.87023652777778,2500.0,5000.0
period7_hot_task64,period7_hot,7,hot,64,835898,5000,32,32,0.5,30.552458194444444,2500.0,5000.0
period7_hot_task65,period7_hot,7,hot,65,835898,5000,32,32,0.5625,88.0759306857639,2500.0,5000.0
period7_hot_task66,period7_hot,7,hot,66,835898,5000,32,32,0.40625,24.725191189236114,2500.0,5000.0
period7_hot_task67,period7_hot,7,hot,67,835898,5000,32,32,0.375,38.135819947916666,2500.0,5000.0
period7_hot_task68,period7_hot,7,hot,68,835898,5000,32,32,0.6875,24.443284453125,2500.0,5000.0
period7_hot_task69,period7_hot,7,hot,69,835898,5000,32,32,0.59375,30.26313943576389,2500.0,5000.0
period7_hot_task70,period7_hot,7,hot,70,835898,5000,32,32,0.5,30.88594720486111,2500.0,5000.0
period7_hot_task71,period7_hot,7,hot,71,835898,5000,32,32,0.625,30.72115917534722,2500.0,5000.0
period7_hot_task72,period7_hot,7,hot,72,835898,5000,32,32,0.5,346.05449080729164,2500.0,5000.0
period7_hot_task73,period7_hot,7,hot,73,835898,5000,32,32,0.4375,44.886484019097225,2500.0,5000.0
period7_hot_task74,period7_hot,7,hot,74,835898,5000,32,32,0.53125,24.98109065972222,2500.0,5000.0
period7_hot_task75,period7_hot,7,hot,75,835898,5000,32,32,0.53125,26.675581388888887,2500.0,5000.0
